"","pfam_desc","gene_name1"
"3629","Heavy-metal-associated domain","AT3G56240"
"3630","Putative cyclase","AT1G44542"
"3631","SAM dependent carboxyl methyltransferase","AT3G44840"
"3632","Protein of unknown function (DUF724)","AT2G47220"
"3633","Leucine rich repeat N-terminal domain","AT4G37250"
"3634","Leucine Rich Repeat","AT4G37250"
"3635","Protein kinase domain","AT4G37250"
"3636","Zinc finger, C2H2 type","AT1G34370"
"3637","Proteasome subunit A N-terminal signature","AT2G27020"
"3638","Proteasome subunit","AT2G27020"
"3639","chorismate binding enzyme","AT1G18870"
"3640","PPR repeat","AT3G46610"
"3641","Type III restriction enzyme, res subunit","AT1G05460"
"3642","UvrD/REP helicase","AT1G05460"
"3643","GDSL-like Lipase/Acylhydrolase","AT1G20135"
"3644","Cytochrome P450","AT4G15393"
"3645","WD domain, G-beta repeat","AT3G49400"
"3646","Universal stress protein family","AT1G17540"
"3647","Protein kinase domain","AT1G17540"
"3648","Homeobox domain","AT4G21750"
"3649","START domain","AT4G21750"
"3650","Double-stranded RNA binding motif","AT5G01270"
"3651","NLI interacting factor-like phosphatase","AT5G01270"
"3652","G-protein alpha subunit","AT2G23460"
"3653","Universal stress protein family","AT3G11930"
"3654","Synaptobrevin","AT3G24890"
"3655","short chain dehydrogenase","AT3G29260"
"3656","Ferritin-like domain","AT2G40300"
"3657","Protein of unknown function (DUF3223)","AT3G46630"
"3658","Tetraspanin family","AT3G45600"
"3659","Protein of unknown function, DUF594","AT5G45540"
"3660","Rare lipoprotein A (RlpA)-like double-psi beta-barrel","AT1G69530"
"3661","Pollen allergen","AT1G69530"
"3662","Helicase conserved C-terminal domain","AT1G50410"
"3663","SNF2 family N-terminal domain","AT1G50410"
"3664","PPR repeat","AT1G52620"
"3665","TIR domain","AT4G19920"
"3666","TBC domain","AT2G39280"
"3667","HEAT repeat","AT3G25800"
"3668","Pyruvate kinase, alpha/beta domain","AT3G52990"
"3669","Pyruvate kinase, barrel domain","AT3G52990"
"3670","IQ calmodulin-binding motif","AT2G43680"
"3671","LSM domain","AT1G76300"
"3672","Glycosyl transferases group 1","AT1G78800"
"3673","Reactive mitochondrial oxygen species modulator 1","AT3G07910"
"3674","HECT-domain (ubiquitin-transferase)","AT3G17205"
"3675","Myb-like DNA-binding domain","AT4G01060"
"3676","B3 DNA binding domain","AT5G06250"
"3677","Plant specific eukaryotic initiation factor 4B","AT1G13020"
"3678","Nucleosome assembly protein (NAP)","AT1G74560"
"3679","Protein of unknown function (DUF2454)","AT2G39910"
"3680","Mitochondrial carrier protein","AT4G27940"
"3681","Peroxidase","AT3G01190"
"3682","AP2 domain","AT1G79700"
"3683","Dirigent-like protein","AT1G07730"
"3684","Lipase (class 3)","AT4G18550"
"3685","Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD","AT3G56070"
"3686","Domain of unknown function (DUF3406)","AT2G16640"
"3687","AIG1 family","AT2G16640"
"3688","GAF domain","AT1G04310"
"3689","PPR repeat","AT1G20300"
"3690","NAD dependent epimerase/dehydratase family","AT1G17890"
"3691","EamA-like transporter family","AT4G01450"
"3692","Mitochondrial carrier protein","AT5G64970"
"3693","F-box domain","AT3G23420"
"3694","F-box associated","AT3G23420"
"3695","ABC transporter","AT3G16340"
"3696","Plant PDR ABC transporter associated","AT3G16340"
"3697","ABC-2 type transporter","AT3G16340"
"3698","Protein phosphatase 2C","AT5G27930"
"3699","Cytidylyltransferase","AT4G15130"
"3700","Phosphatidylinositol 3- and 4-kinase","AT3G43950"
"3701","Diacylglycerol kinase catalytic domain","AT5G51290"
"3702","SRF-type transcription factor (DNA-binding and dimerisation domain)","AT1G31630"
"3703","Helix-loop-helix DNA-binding domain","AT4G38070"
"3704","CCT motif","AT2G46790"
"3705","Protein of unknown function (DUF784)","AT2G04031"
"3706","Protein kinase domain","AT3G59410"
"3707","RWD domain","AT3G59410"
"3708","GDSL-like Lipase/Acylhydrolase","AT3G09930"
"3709","eRF1 domain 2","AT5G47880"
"3710","eRF1 domain 3","AT5G47880"
"3711","eRF1 domain 1","AT5G47880"
"3712","Protein of unknown function (DUF688)","AT2G34170"
"3713","2OG-Fe(II) oxygenase superfamily","AT2G30830"
"3714","Exo70 exocyst complex subunit","AT3G29400"
"3715","Ribosomal protein S30","AT4G29390"
"3716","Serine carboxypeptidase","AT3G07990"
"3717","Cleavage site for pathogenic type III effector avirulence factor Avr","AT5G09960"
"3718","OB-fold nucleic acid binding domain","AT3G11710"
"3719","tRNA synthetases class II (D, K and N)","AT3G11710"
"3720","Di-glucose binding within endoplasmic reticulum","AT4G39110"
"3721","Protein tyrosine kinase","AT4G39110"
"3722","RhoGAP domain","AT5G61530"
"3723","Phosphoribulokinase / Uridine kinase family","AT1G26190"
"3724","CYTH domain","AT1G26190"
"3725","3'-5' exonuclease","AT2G32415"
"3726","HRDC domain","AT2G32415"
"3727","Legume lectin domain","AT5G01090"
"3728","UDP-glucoronosyl and UDP-glucosyl transferase","AT4G15280"
"3729","NUDIX domain","AT4G11980"
"3730","3'-5' exonuclease","AT1G54440"
"3731","HRDC domain","AT1G54440"
"3732","TATA element modulatory factor 1 DNA binding","AT1G79830"
"3733","TATA element modulatory factor 1 TATA binding","AT1G79830"
"3734","DNA-dependent RNA polymerase","AT5G15700"
"3735","Glyoxal oxidase N-terminus","AT1G14430"
"3736","Domain of unknown function (DUF1929)","AT1G14430"
"3737","NB-ARC domain","AT3G15700"
"3738","Leucine Rich Repeat","AT1G07650"
"3739","Protein tyrosine kinase","AT1G07650"
"3740","Di-glucose binding within endoplasmic reticulum","AT1G07650"
"3741","Domain of unknown function","AT1G11200"
"3742","Importin-beta N-terminal domain","AT3G03110"
"3743","CRM1 C terminal","AT3G03110"
"3744","Exportin 1-like protein","AT3G03110"
"3745","Plastocyanin-like domain","AT3G27200"
"3746","Pectate lyase","AT4G22080"
"3747","Glycosyl transferase family 2","AT4G07960"
"3748","Plant calmodulin-binding domain","AT3G54570"
"3749","TBC domain","AT2G20440"
"3750","Histone-like transcription factor (CBF/NF-Y) and archaeal histone","AT5G08190"
"3751","GDSL-like Lipase/Acylhydrolase","AT2G19060"
"3752","C1 domain","AT5G42840"
"3753","C1-like domain","AT5G42840"
"3754","Protein phosphatase 2C","AT1G16220"
"3755","Sucrase/ferredoxin-like","AT5G55900"
"3756","Helix-loop-helix DNA-binding domain","AT5G56960"
"3757","WRKY DNA -binding domain","AT1G66600"
"3758","Glycosyltransferase family 17","AT3G26445"
"3759","Ribosomal protein L10","AT1G25260"
"3760","F-box domain","AT3G59160"
"3761","Leucine Rich Repeat","AT3G59160"
"3762","GTPase of unknown function","AT1G56050"
"3763","Protein of unknown function (DUF933)","AT1G56050"
"3764","Glycosyl hydrolase family 14","AT4G15210"
"3765","Carbonic anhydrase","AT3G01500"
"3766","SRF-type transcription factor (DNA-binding and dimerisation domain)","AT4G36590"
"3767","Protein of unknown function DUF88","AT3G62850"
"3768","DDRGK domain","AT4G27120"
"3769","Surfeit locus protein 2 (SURF2)","AT5G40570"
"3770","galactosyl transferase GMA12/MNN10 family","AT5G07720"
"3771","AP2 domain","AT5G51190"
"3772","CCT motif","AT2G24790"
"3773","B-box zinc finger","AT2G24790"
"3774","Protein kinase domain","AT3G50530"
"3775","Transferase family","AT1G03495"
"3776","DEAD/DEAH box helicase","AT1G59990"
"3777","Helicase conserved C-terminal domain","AT1G59990"
"3778","Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase","AT4G02460"
"3779","DNA mismatch repair protein, C-terminal domain","AT4G02460"
"3780","MutL C terminal dimerisation domain","AT4G02460"
"3781","Kelch motif","AT5G18590"
"3782","Palmitoyl protein thioesterase","AT4G17470"
"3783","U-box domain","AT1G01660"
"3784","Zinc finger, C3HC4 type (RING finger)","AT5G60820"
"3785","TCP family transcription factor","AT4G18390"
"3786","Peptidase C13 family","AT1G08750"
"3787","Metallopeptidase family M24","AT3G25740"
"3788","Acyltransferase","AT3G18850"
"3789","Ribosomal protein L18e/L15","AT3G25920"
"3790","Protein of unknown function (DUF2667)","AT3G07005"
"3791","F-box domain","AT2G29820"
"3792","Kelch motif","AT2G29820"
"3793","Ubiquitin-2 like Rad60 SUMO-like","AT1G68185"
"3794","PA domain","AT1G63690"
"3795","Signal peptide peptidase","AT1G63690"
"3796","AP2 domain","AT5G18450"
"3797","TCP-1/cpn60 chaperonin family","AT3G14270"
"3798","FYVE zinc finger","AT3G14270"
"3799","Phosphatidylinositol-4-phosphate 5-Kinase","AT3G14270"
"3800","Reticulon","AT3G10915"
"3801","PA domain","AT1G66220"
"3802","Subtilase family","AT1G66220"
"3803","Peptidase inhibitor I9","AT1G66220"
"3804","Serpin (serine protease inhibitor)","AT1G47710"
"3805","Late embryogenesis abundant protein","AT2G35980"
"3806","Endomembrane protein 70","AT1G55130"
"3807","VIT family","AT3G25190"
"3808","Ctr copper transporter family","AT5G59040"
"3809","MATH domain","AT3G58410"
"3810","Protein of unknown function (DUF1068)","AT4G04360"
"3811","SIT4 phosphatase-associated protein","AT3G45190"
"3812","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","AT2G33410"
"3813","Terpene synthase family, metal binding domain","AT4G16730"
"3814","Terpene synthase, N-terminal domain","AT4G16730"
"3815","Sugar (and other) transporter","AT1G08930"
"3816","Plant protein of unknown function (DUF827)","AT1G12150"
"3817","ThiF family","AT5G45900"
"3818","Chitinase class I","AT4G01700"
"3819","Snare region anchored in the vesicle membrane C-terminus","AT1G15880"
"3820","Ubiquitin carboxyl-terminal hydrolase","AT5G22030"
"3821","Trypsin","AT3G16550"
"3822","DHHC zinc finger domain","AT1G69420"
"3823","Protein of unknown function (DUF567)","AT1G80120"
"3824","Plant protein of unknown function (DUF827)","AT1G45545"
"3825","SPFH domain / Band 7 family","AT1G03860"
"3826","F-box domain","AT3G58880"
"3827","Leucine Rich Repeat","AT3G58880"
"3828","Paired amphipathic helix repeat","AT1G27240"
"3829","Protein kinase domain","AT1G69220"
"3830","Eukaryotic-type carbonic anhydrase","AT3G52720"
"3831","Homocysteine S-methyltransferase","AT3G63250"
"3832","Glycine rich protein family","AT2G05380"
"3833","Protein kinase domain","AT3G05840"
"3834","Glutathione S-transferase, C-terminal domain","AT1G57720"
"3835","Elongation factor 1 gamma, conserved domain","AT1G57720"
"3836","Glutathione S-transferase, N-terminal domain","AT1G57720"
"3837","Possible lysine decarboxylase","AT2G35990"
"3838","Sterol methyltransferase C-terminal","AT1G76090"
"3839","Methyltransferase domain","AT1G76090"
"3840","B3 DNA binding domain","AT2G24690"
"3841","Heavy-metal-associated domain","AT4G27590"
"3842","ATP synthase A chain","ATMG00410"
"3843","NB-ARC domain","AT4G09430"
"3844","Leucine Rich Repeat","AT4G09430"
"3845","TIR domain","AT4G09430"
"3846","Helix-loop-helix DNA-binding domain","AT1G06170"
"3847","WD domain, G-beta repeat","AT1G12910"
"3848","SAP domain","AT4G39680"
"3849","WD domain, G-beta repeat","AT5G51980"
"3850","Nucleotide-sugar transporter","AT3G59360"
"3851","Domain of unknown function (DUF3444)","AT5G50115"
"3852","Zinc finger, C3HC4 type (RING finger)","AT5G60710"
"3853","von Willebrand factor type A domain","AT5G60710"
"3854","2OG-Fe(II) oxygenase superfamily","AT3G47190"
"3855","X8 domain","AT2G39640"
"3856","Glycosyl hydrolases family 17","AT2G39640"
"3857","Protein tyrosine kinase","AT5G58540"
"3858","Domain of unknown function (DUF3594)","AT3G11200"
"3859","PHD-finger","AT3G11200"
"3860","Leucine Rich Repeat","AT5G22320"
"3861","Mov34/MPN/PAD-1 family","AT1G10840"
"3862","Regulator of Vps4 activity in the MVB pathway","AT4G29440"
"3863","ABC1 family","AT4G24810"
"3864","Domain of unknown function (DUF313)","AT1G05920"
"3865","B3 DNA binding domain","AT4G31640"
"3866","EF hand","AT5G23580"
"3867","Protein kinase domain","AT5G23580"
"3868","F-box domain","AT3G61590"
"3869","Maf1 regulator","AT5G13240"
"3870","Vacuolar protein sorting-associated protein 26","AT1G48550"
"3871","2OG-Fe(II) oxygenase superfamily","AT4G10500"
"3872","Eukaryotic aspartyl protease","AT4G22050"
"3873","Glycosyltransferase family 10 (fucosyltransferase)","AT1G49710"
"3874","F-box domain","AT5G02930"
"3875","5' nucleotidase family","AT5G48960"
"3876","SRP54-type protein, helical bundle domain","AT1G48900"
"3877","Signal peptide binding domain","AT1G48900"
"3878","SRP54-type protein, GTPase domain","AT1G48900"
"3879","WD domain, G-beta repeat","AT2G18900"
"3880","Protein kinase domain","AT1G24030"
"3881","Methylenetetrahydrofolate reductase","AT3G59970"
"3882","Ubiquitin-conjugating enzyme","AT1G14400"
"3883","Cytochrome P450","AT2G28850"
"3884","Ribosomal Proteins L2, C-terminal domain","AT4G36130"
"3885","Ribosomal Proteins L2, RNA binding domain","AT4G36130"
"3886","Zinc finger C-x8-C-x5-C-x3-H type (and similar)","AT1G32360"
"3887","Protein of unknown function (DUF1640)","AT2G16460"
"3888","Auxin responsive protein","AT4G22620"
"3889","Cathepsin propeptide inhibitor domain (I29)","AT4G16190"
"3890","Papain family cysteine protease","AT4G16190"
"3891","SURF1 family","AT3G17910"
"3892","Oxysterol-binding protein","AT3G09300"
"3893","Dihydrouridine synthase (Dus)","AT5G67220"
"3894","SRF-type transcription factor (DNA-binding and dimerisation domain)","AT5G27050"
"3895","VPS28 protein","AT4G05000"
"3896","Sodium/hydrogen exchanger family","AT5G41610"
"3897","Protein of unknown function (DUF295)","AT5G24040"
"3898","Sucrose-6F-phosphate phosphohydrolase","AT3G54270"
"3899","Sucrose-6-phosphate phosphohydrolase C-terminal","AT3G54270"
"3900","SPFH domain / Band 7 family","AT3G27280"
"3901","WD domain, G-beta repeat","AT3G20740"
"3902","ATPase family associated with various cellular activities (AAA)","AT5G57480"
"3903","Exo70 exocyst complex subunit","AT5G50380"
"3904","Dihydroorotate dehydrogenase","AT3G17810"
"3905","Protein tyrosine kinase","AT4G20790"
"3906","XS domain","AT4G00380"
"3907","XH domain","AT4G00380"
"3908","XS zinc finger domain","AT4G00380"
"3909","Protein of unknown function, DUF573","AT4G00610"
"3910","Thioredoxin","AT2G47470"
"3911","Endoplasmic reticulum protein ERp29, C-terminal domain","AT2G47470"
"3912","ATPase family associated with various cellular activities (AAA)","AT5G58290"
"3913","HMG (high mobility group) box","AT5G23405"
"3914","Protein of unknown function (DUF1279)","AT2G27290"
"3915","UDP-glucoronosyl and UDP-glucosyl transferase","AT5G17030"
"3916","Aminotransferase class I and II","AT1G77670"
"3917","Transmembrane amino acid transporter protein","AT3G56200"
"3918","NB-ARC domain","AT4G19520"
"3919","Leucine Rich Repeat","AT4G19520"
"3920","TIR domain","AT4G19520"
"3921","DnaJ C terminal region","AT3G62600"
"3922","DnaJ domain","AT3G62600"
"3923","Peptidyl-tRNA hydrolase","AT5G16140"
"3924","F-box domain","AT3G25460"
"3925","F-box associated","AT3G25460"
"3926","Zinc finger, C3HC4 type (RING finger)","AT4G18110"
"3927","E1-E2 ATPase","AT5G57350"
"3928","Cation transporter/ATPase, N-terminus","AT5G57350"
"3929","haloacid dehalogenase-like hydrolase","AT5G57350"
"3930","Protein kinase domain","AT5G26110"
"3931","EamA-like transporter family","AT1G28220"
"3932","Triose-phosphate Transporter family","AT1G28220"
"3933","Putative GTPase activating protein for Arf","AT4G21160"
"3934","C2 domain","AT4G21160"
"3935","PPR repeat","AT4G30700"
"3936","Zinc finger, C3HC4 type (RING finger)","AT1G35330"
"3937","Leucine rich repeat N-terminal domain","AT5G46330"
"3938","Leucine Rich Repeat","AT5G46330"
"3939","Protein kinase domain","AT5G46330"
"3940","Initiation factor 2 subunit family","AT1G53880"
"3941","Protein of unknown function (DUF567)","AT1G53880"
"3942","Helicase conserved C-terminal domain","AT5G07810"
"3943","HNH endonuclease","AT5G07810"
"3944","SNF2 family N-terminal domain","AT5G07810"
"3945","X8 domain","AT3G58100"
"3946","Pectate lyase","AT5G63180"
"3947","Methyltransferase domain","AT1G64970"
"3948","Ribosomal L39 protein","AT2G25210"
"3949","Protein of unknown function (DUF626)","AT1G23960"
"3950","Protein of unknown function (DUF3339)","AT3G01940"
"3951","Ulp1 protease family, C-terminal catalytic domain","AT1G37020"
"3952","Catalase","AT4G35090"
"3953","Catalase-related immune-responsive","AT4G35090"
"3954","alpha/beta hydrolase fold","AT5G62180"
"3955","Putative methyltransferase","AT4G10440"
"3956","Protein of unknown function (DUF626)","AT1G02770"
"3957","Myb-like DNA-binding domain","AT4G01280"
"3958","Single-strand binding protein family","AT5G44785"
"3959","Protein of unknown function (DUF630)","AT5G54480"
"3960","Protein of unknown function (DUF632)","AT5G54480"
"3961","Acyltransferase","AT4G01950"
"3962","F-box domain","AT4G05460"
"3963","Leucine Rich Repeat","AT4G05460"
"3964","Protein of unknown function (DUF616)","AT1G34550"
"3965","Glutathione S-transferase, C-terminal domain","AT1G78370"
"3966","Glutathione S-transferase, N-terminal domain","AT1G78370"
"3967","Putative integral membrane protein conserved region (DUF2404)","AT1G73200"
"3968","F-box domain","AT3G59230"
"3969","Leucine Rich Repeat","AT3G59230"
"3970","Protein kinase domain","AT5G20050"
"3971","Alternative splicing regulator","AT4G36980"
"3972","SRF-type transcription factor (DNA-binding and dimerisation domain)","AT2G22630"
"3973","K-box region","AT2G22630"
"3974","Protein phosphatase 2C","AT4G27800"
"3975","NAD dependent epimerase/dehydratase family","AT1G12780"
"3976","Berberine and berberine like","AT4G20820"
"3977","FAD binding domain","AT4G20820"
"3978","2OG-Fe(II) oxygenase superfamily","AT1G50960"
"3979","Pyruvate kinase, alpha/beta domain","AT3G22960"
"3980","Pyruvate kinase, barrel domain","AT3G22960"
"3981","Pectinesterase","AT1G44980"
"3982","Terpene synthase family, metal binding domain","AT1G61680"
"3983","Terpene synthase, N-terminal domain","AT1G61680"
"3984","Legume lectin domain","AT5G60270"
"3985","Protein kinase domain","AT5G60270"
"3986","NPH3 family","AT5G10250"
"3987","FAD linked oxidases, C-terminal domain","AT5G06580"
"3988","FAD binding domain","AT5G06580"
"3989","Ankyrin repeat","AT4G35450"
"3990","tRNA pseudouridine synthase","AT1G76120"
"3991","ArgJ family","AT2G37500"
"3992","POT family","AT1G27080"
"3993","Protein kinase domain","AT3G45640"
"3994","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","AT3G14100"
"3995","Methyltransferase domain","AT3G63410"
"3996","Allinase","AT4G24670"
"3997","Glutaredoxin","AT3G57070"
"3998","DEAD/DEAH box helicase","AT4G34910"
"3999","Helicase conserved C-terminal domain","AT4G34910"
"4000","Sugar (and other) transporter","AT5G43610"
